yathrib-oasis|https://d8j0ntlcm91z4.cloudfront.net/user_3BbxQgb8YlSS8JDKyxdIo9VIogr/hf_20260902_115255_6229de9a-e708-423d-a2e0-3e2f077933c3.png
uhud-mount|https://d8j0ntlcm91z4.cloudfront.net/user_3BbxQgb8YlSS8JDKyxdIo9VIogr/hf_20260902_115502_af5c177a-95cb-4814-b62c-9be84851dd2f.png
hudaybiyyah-plain|https://d8j0ntlcm91z4.cloudfront.net/user_3BbxQgb8YlSS8JDKyxdIo9VIogr/hf_20260902_115707_9cbfabef-1eaf-489c-a0d1-ff46f5af851d.png
kaaba-precinct|https://d8j0ntlcm91z4.cloudfront.net/user_3BbxQgb8YlSS8JDKyxdIo9VIogr/hf_20260902_115910_6947fb12-739b-43d6-b94e-05074d1d5163.png
medina-dusk|https://d8j0ntlcm91z4.cloudfront.net/user_3BbxQgb8YlSS8JDKyxdIo9VIogr/hf_20260902_120057_22c659fa-24e8-41f5-a06a-923b3a84f9c6.png
